# Timestamp(s)	CAN_ID	DLC	Data
0.560000	1F2	8	03 10 03 01 56 00 00 6D
0.560000	1D4	8	03 10 04 B3 24 22 96 96
0.570000	1F2	8	03 1E 03 01 57 00 00 7C
0.570000	1D4	8	03 1E 04 BD 24 22 96 96
0.580000	1F2	8	03 2C 03 01 57 00 00 8A
0.580000	1D4	8	03 2C 04 C8 24 23 96 96
0.590000	1F2	8	03 3A 03 01 58 00 00 99
0.590000	1D4	8	03 3A 04 D2 24 23 96 96
0.600000	351	8	0B E5 00 96 00 28 00 00
0.600000	356	6	01 92 01 E2 03 00
0.600000	370	8	0C 3E 0C 4F 0C 44 0C 54
0.600000	371	8	0C 42 0C 4B 0C 48 0C 40
0.600000	355	6	1C 20 1E 29 19 00
0.600000	35F	8	10 68 07 D0 5F 05 5F 00
0.600000	35A	8	00 00 06 01 01 02 03 0D
0.600000	1F2	8	03 48 03 01 59 00 00 A8
0.600000	1D4	8	03 48 04 DD 24 23 96 96
0.600000	390	8	03 00 00 00 00 00 00 00
0.600000	710	8	FF 2A 60 80 14 DC 93 C0
0.600000	711	8	00 E9 23 28 02 0C 00 00
0.610000	1F2	8	03 56 03 01 5A 00 00 B7
0.610000	1D4	8	03 56 04 E7 24 23 96 96
0.620000	1F2	8	03 64 03 01 5A 00 00 C5
0.620000	1D4	8	03 64 04 F2 24 23 96 96
0.630000	1F2	8	03 72 03 01 5B 00 00 D4
0.630000	1D4	8	03 72 04 FC 24 23 96 96
0.640000	1F2	8	03 80 03 01 5C 00 00 E3
0.640000	1D4	8	03 80 05 07 24 23 96 96
0.650000	351	8	0B E9 00 A3 00 2B 00 00
0.650000	356	6	01 92 01 E2 03 00
0.650000	370	8	0C 41 0C 52 0C 47 0C 57
0.650000	371	8	0C 45 0C 4E 0C 4B 0C 43
0.650000	1F2	8	03 8E 03 01 5D 00 00 F2
0.650000	1D4	8	03 8E 05 11 24 23 96 96
0.660000	1F2	8	03 9C 03 01 5D 00 00 00
0.660000	1D4	8	03 9C 05 1C 24 23 96 96
0.670000	1F2	8	03 AA 03 01 5E 00 00 0F
0.670000	1D4	8	03 AA 05 26 24 23 96 96
0.680000	1F2	8	03 B8 03 01 5F 00 00 1E
0.680000	1D4	8	03 B8 05 30 24 23 96 96
0.690000	1F2	8	03 C6 03 01 60 00 00 2D
0.690000	1D4	8	03 C6 05 3B 24 23 96 96
0.700000	351	8	0B EC 00 AF 00 2F 00 00
0.700000	356	6	01 92 01 E2 03 00
0.700000	370	8	0C 45 0C 56 0C 4B 0C 5B
0.700000	371	8	0C 49 0C 52 0C 4F 0C 47
0.700000	355	6	1C 20 1E 29 19 00
0.700000	35F	8	10 68 07 D0 5F 05 5F 00
0.700000	35A	8	00 00 07 01 01 02 03 0E
0.700000	1F2	8	03 D4 03 01 60 00 00 3B
0.700000	1D4	8	03 D4 05 45 24 23 96 96
0.700000	390	8	03 00 00 00 00 00 00 00
0.710000	1F2	8	03 E2 03 01 61 00 00 4A
0.710000	1D4	8	03 E2 05 4F 24 23 96 96
0.720000	1F2	8	03 F0 03 01 62 00 00 59
0.720000	1D4	8	03 F0 05 59 24 24 96 96
0.730000	1F2	8	03 FE 03 01 63 00 00 68
0.730000	1D4	8	03 FE 05 64 24 24 96 96
0.740000	1F2	8	04 0C 03 01 63 00 00 77
0.740000	1D4	8	04 0C 05 6E 24 24 96 96
0.750000	351	8	0B F0 00 BC 00 32 00 00
0.750000	356	6	01 92 01 E2 03 00
0.750000	370	8	0C 49 0C 5A 0C 4F 0C 5F
0.750000	371	8	0C 4D 0C 56 0C 53 0C 4B
0.750000	1F2	8	04 1A 03 01 64 00 00 86
0.750000	1D4	8	04 1A 05 78 24 24 96 96
0.760000	1F2	8	04 28 03 01 65 00 00 95
0.760000	1D4	8	04 28 05 82 25 24 96 96
0.770000	1F2	8	04 36 03 01 65 00 00 A3
0.770000	1D4	8	04 36 05 8C 25 24 96 96
0.780000	1F2	8	04 44 03 01 66 00 00 B2
0.780000	1D4	8	04 44 05 96 25 24 96 96
0.790000	1F2	8	04 52 03 01 67 00 00 C1
0.790000	1D4	8	04 52 05 A0 25 24 96 96
0.800000	351	8	0B F4 00 C8 00 35 00 00
0.800000	356	6	01 91 01 E1 03 00
0.800000	370	8	0C 4C 0C 5D 0C 52 0C 62
0.800000	371	8	0C 50 0C 59 0C 56 0C 4E
0.800000	355	6	1D 21 1F 29 1A 00
0.800000	35F	8	10 68 07 D0 5F 05 5F 00
0.800000	35A	8	00 00 08 01 01 02 03 0F
0.800000	1F2	8	04 60 03 01 68 00 00 D0
0.800000	1D4	8	04 60 05 AA 25 24 96 96
0.800000	390	8	03 00 00 00 00 00 00 00
0.800000	710	8	FF 2A 60 80 14 DC 93 F1
0.800000	711	8	01 37 23 28 02 0C 00 00
0.810000	1F2	8	04 6E 03 01 68 00 00 DE
0.810000	1D4	8	04 6E 05 B4 25 24 96 96
0.820000	1F2	8	04 7C 03 01 69 00 00 ED
0.820000	1D4	8	04 7C 05 BE 25 24 96 96
0.830000	1F2	8	04 8A 03 01 6A 00 00 FC
0.830000	1D4	8	04 8A 05 C8 25 24 96 96
0.840000	1F2	8	04 98 03 01 6A 00 00 0A
0.840000	1D4	8	04 98 05 D2 25 24 96 96
0.850000	351	8	0B F8 00 D5 00 39 00 00
0.850000	356	6	01 91 01 E1 03 00
0.850000	370	8	0C 50 0C 61 0C 56 0C 66
0.850000	371	8	0C 54 0C 5D 0C 5A 0C 52
0.850000	1F2	8	04 A6 03 01 6B 00 00 19
0.850000	1D4	8	04 A6 05 DC 25 25 96 96
0.860000	1F2	8	04 B4 03 01 6C 00 00 28
0.860000	1D4	8	04 B4 05 E6 25 25 96 96
0.870000	1F2	8	04 C2 03 01 6D 00 00 37
0.870000	1D4	8	04 C2 05 F0 25 25 96 96
0.880000	1F2	8	04 D0 03 01 6D 00 00 45
0.880000	1D4	8	04 D0 05 FA 25 25 96 96
0.890000	1F2	8	04 DE 03 01 6E 00 00 54
0.890000	1D4	8	04 DE 06 04 25 25 96 96
0.900000	351	8	0B FC 00 E1 00 3C 00 00
0.900000	356	6	01 91 01 E1 03 00
0.900000	370	8	0C 54 0C 65 0C 5A 0C 6A
0.900000	371	8	0C 58 0C 61 0C 5E 0C 56
0.900000	355	6	1D 21 1F 2A 1A 00
0.900000	35F	8	10 68 07 D0 5F 05 5F 00
0.900000	35A	8	00 00 09 01 01 02 03 10
0.900000	1F2	8	04 EC 03 01 6F 00 00 63
0.900000	1D4	8	04 EC 06 0D 25 25 96 96
0.900000	390	8	03 00 00 00 00 00 00 00
0.910000	1F2	8	04 FA 03 01 6F 00 00 71
0.910000	1D4	8	04 FA 06 17 25 25 96 96
0.920000	1F2	8	05 08 03 01 70 00 00 81
0.920000	1D4	8	05 08 06 21 25 25 96 96
0.930000	1F2	8	05 16 03 01 71 00 00 90
0.930000	1D4	8	05 16 06 2B 25 25 96 96
0.940000	1F2	8	05 24 03 01 71 00 00 9E
0.940000	1D4	8	05 24 06 34 25 25 96 96
0.950000	351	8	0B FF 00 ED 00 3F 00 00
0.950000	356	6	01 91 01 E1 03 00
0.950000	370	8	0C 57 0C 68 0C 5D 0C 6D
0.950000	371	8	0C 5B 0C 64 0C 61 0C 59
0.950000	1F2	8	05 32 03 01 72 00 00 AD
0.950000	1D4	8	05 32 06 3E 25 25 96 96
0.960000	1F2	8	05 40 03 01 73 00 00 BC
0.960000	1D4	8	05 40 06 48 25 25 96 96
0.970000	1F2	8	05 4E 03 01 74 00 00 CB
0.970000	1D4	8	05 4E 06 51 25 25 96 96
0.980000	1F2	8	05 5C 03 01 74 00 00 D9
0.980000	1D4	8	05 5C 06 5B 25 25 96 96
0.990000	1F2	8	05 6A 03 01 75 00 00 E8
0.990000	1D4	8	05 6A 06 64 25 26 96 96
1.000000	351	8	0C 03 00 F9 00 43 00 00
1.000000	356	6	01 90 01 E0 03 00
1.000000	370	8	0C 5B 0C 6C 0C 61 0C 71
1.000000	371	8	0C 5F 0C 68 0C 65 0C 5D
1.000000	355	6	1D 21 1F 2A 1A 00
1.000000	35F	8	10 68 07 D0 5F 05 5F 00
1.000000	35A	8	00 00 0A 01 01 02 03 11
1.000000	35E	8	54 68 75 6C 61 63 65 6C
1.000000	1F2	8	05 78 03 01 76 00 00 F7
1.000000	1D4	8	05 78 06 6E 25 26 96 96
1.000000	390	8	03 00 00 00 00 00 00 00
1.000000	710	8	FF 2A 60 80 14 DC 94 30
1.000000	711	8	01 85 23 28 02 0C 00 00
1.010000	1F2	8	05 86 03 01 76 00 00 05
1.010000	1D4	8	05 86 06 77 25 26 96 96
1.020000	1F2	8	05 94 03 01 77 00 00 14
1.020000	1D4	8	05 94 06 81 25 26 96 96
1.030000	1F2	8	05 A2 03 01 78 00 00 23
1.030000	1D4	8	05 A2 06 8A 25 26 96 96
1.040000	1F2	8	05 B0 03 01 78 00 00 31
1.040000	1D4	8	05 B0 06 94 25 26 96 96
1.050000	351	8	0C 07 01 06 00 46 00 00
1.050000	356	6	01 90 01 E0 03 00
1.050000	370	8	0C 5F 0C 70 0C 65 0C 75
1.050000	371	8	0C 63 0C 6C 0C 69 0C 61
1.050000	1F2	8	05 BE 03 01 79 00 00 40
1.050000	1D4	8	05 BE 06 9D 25 26 96 96
1.060000	1F2	8	05 CC 03 01 7A 00 00 4F
1.060000	1D4	8	05 CC 06 A6 25 26 96 96
1.070000	1F2	8	05 DA 03 01 7A 00 00 5D
1.070000	1D4	8	05 DA 06 B0 25 26 96 96
1.080000	1F2	8	05 E8 03 01 7B 00 00 6C
1.080000	1D4	8	05 E8 06 B9 25 26 96 96
1.090000	1F2	8	05 F6 03 01 7C 00 00 7B
1.090000	1D4	8	05 F6 06 C2 25 26 96 96
1.100000	351	8	0C 0B 01 12 00 49 00 00
1.100000	356	6	01 90 01 E0 03 00
1.100000	370	8	0C 62 0C 73 0C 68 0C 78
1.100000	371	8	0C 66 0C 6F 0C 6C 0C 64
1.100000	355	6	1D 21 1F 2A 1A 00
1.100000	35F	8	10 68 07 D0 5F 05 5F 00
1.100000	35A	8	00 00 0B 01 01 02 03 12
1.100000	1F2	8	06 04 03 01 7C 00 00 8A
1.100000	1D4	8	06 04 06 CB 25 26 96 96
1.100000	390	8	03 00 00 00 00 00 00 00
1.110000	1F2	8	06 12 03 01 7D 00 00 99
1.110000	1D4	8	06 12 06 D4 25 26 96 96
1.120000	1F2	8	06 20 03 01 7E 00 00 A8
1.120000	1D4	8	06 20 06 DE 25 26 96 96
1.130000	1F2	8	06 2E 03 01 7E 00 00 B6
1.130000	1D4	8	06 2E 06 E7 25 27 96 96
1.140000	1F2	8	06 3C 03 01 7F 00 00 C5
1.140000	1D4	8	06 3C 06 F0 25 27 96 96
1.150000	351	8	0C 0E 01 1E 00 4D 00 00
1.150000	356	6	01 90 01 E0 03 00
1.150000	370	8	0C 66 0C 77 0C 6C 0C 7C
1.150000	371	8	0C 6A 0C 73 0C 70 0C 68
1.150000	1F2	8	06 4A 03 01 7F 00 00 D3
1.150000	1D4	8	06 4A 06 F9 25 27 96 96
1.160000	1F2	8	06 58 03 01 80 00 00 E2
1.160000	1D4	8	06 58 07 02 25 27 96 96
1.170000	1F2	8	06 66 03 01 81 00 00 F1
1.170000	1D4	8	06 66 07 0B 25 27 96 96
1.180000	1F2	8	06 74 03 01 81 00 00 FF
1.180000	1D4	8	06 74 07 14 25 27 96 96
1.190000	1F2	8	06 82 03 01 82 00 00 0E
1.190000	1D4	8	06 82 07 1D 25 27 96 96
1.200000	351	8	0C 12 01 2A 00 50 00 00
1.200000	356	6	01 8F 01 DF 03 00
1.200000	370	8	0C 6A 0C 7B 0C 70 0C 80
1.200000	371	8	0C 6E 0C 77 0C 74 0C 6C
1.200000	355	6	1D 21 1F 2A 1A 00
1.200000	35F	8	10 68 07 D0 5F 05 5F 00
1.200000	35A	8	00 00 0C 01 01 02 03 13
1.200000	1F2	8	06 90 03 01 83 00 00 1D
1.200000	1D4	8	06 90 07 26 25 27 96 96
1.200000	390	8	03 00 00 00 00 00 00 00
1.200000	710	8	FF 2A 60 80 14 DC 94 7E
1.200000	711	8	01 D3 23 28 02 0C 00 00
1.210000	1F2	8	06 9E 03 01 83 00 00 2B
1.210000	1D4	8	06 9E 07 2E 25 27 96 96
1.220000	1F2	8	06 AC 03 01 84 00 00 3A
1.220000	1D4	8	06 AC 07 37 25 27 96 96
1.230000	1F2	8	06 BA 03 01 85 00 00 49
1.230000	1D4	8	06 BA 07 40 25 27 96 96
1.240000	1F2	8	06 C8 03 01 85 00 00 57
1.240000	1D4	8	06 C8 07 49 25 27 96 96
1.250000	351	8	0C 16 01 37 00 53 00 00
1.250000	356	6	01 8F 01 DF 03 00
1.250000	370	8	0C 6D 0C 7E 0C 73 0C 83
1.250000	371	8	0C 71 0C 7A 0C 77 0C 6F
1.250000	1F2	8	06 D6 03 01 86 00 00 66
1.250000	1D4	8	06 D6 07 52 26 27 96 96
1.260000	1F2	8	06 E4 03 01 86 00 00 74
1.260000	1D4	8	06 E4 07 5A 26 27 96 96
1.270000	1F2	8	06 F2 03 01 87 00 00 83
1.270000	1D4	8	06 F2 07 63 26 28 96 96
1.280000	1F2	8	07 00 03 01 88 00 00 93
1.280000	1D4	8	07 00 07 6C 26 28 96 96
1.290000	1F2	8	07 0E 03 01 88 00 00 A1
1.290000	1D4	8	07 0E 07 74 26 28 96 96
1.300000	351	8	0C 1A 01 43 00 57 00 00
1.300000	356	6	01 8F 01 DF 03 00
1.300000	370	8	0C 71 0C 82 0C 77 0C 87
1.300000	371	8	0C 75 0C 7E 0C 7B 0C 73
1.300000	355	6	1D 21 1F 2A 1A 00
1.300000	35F	8	10 68 07 D0 5F 05 5F 00
1.300000	35A	8	00 00 0D 01 01 02 03 14
1.300000	1F2	8	07 1C 03 01 89 00 00 B0
1.300000	1D4	8	07 1C 07 7D 26 28 96 96
1.300000	390	8	03 00 00 00 00 00 00 00
1.310000	1F2	8	07 2A 03 01 8A 00 00 BF
1.310000	1D4	8	07 2A 07 85 26 28 96 96
1.320000	1F2	8	07 38 03 01 8A 00 00 CD
1.320000	1D4	8	07 38 07 8E 26 28 96 96
1.330000	1F2	8	07 46 03 01 8B 00 00 DC
1.330000	1D4	8	07 46 07 96 26 28 96 96
1.340000	1F2	8	07 54 03 01 8B 00 00 EA
1.340000	1D4	8	07 54 07 9F 26 28 96 96
1.350000	351	8	0C 1D 01 4F 00 5A 00 00
1.350000	356	6	01 8F 01 DF 03 00
1.350000	370	8	0C 75 0C 86 0C 7B 0C 8B
1.350000	371	8	0C 79 0C 82 0C 7F 0C 77
1.350000	1F2	8	07 62 03 01 8C 00 00 F9
1.350000	1D4	8	07 62 07 A7 26 28 96 96
1.360000	1F2	8	07 70 03 01 8D 00 00 08
1.360000	1D4	8	07 70 07 AF 26 28 96 96
1.370000	1F2	8	07 7E 03 01 8D 00 00 16
1.370000	1D4	8	07 7E 07 B8 26 28 96 96
1.380000	1F2	8	07 8C 03 01 8E 00 00 25
1.380000	1D4	8	07 8C 07 C0 26 28 96 96
1.390000	1F2	8	07 9A 03 01 8E 00 00 33
1.390000	1D4	8	07 9A 07 C8 26 28 96 96
1.400000	351	8	0C 21 01 5B 00 5D 00 00
1.400000	356	6	01 8E 01 DE 03 00
1.400000	370	8	0C 78 0C 89 0C 7E 0C 8E
1.400000	371	8	0C 7C 0C 85 0C 82 0C 7A
1.400000	355	6	1D 21 1F 2A 1A 00
1.400000	35F	8	10 68 07 D0 5F 05 5F 00
1.400000	35A	8	00 00 0E 01 01 02 03 15
1.400000	1F2	8	07 A8 03 01 8F 00 00 42
1.400000	1D4	8	07 A8 07 D1 26 28 96 96
1.400000	390	8	03 00 00 00 00 00 00 00
1.400000	710	8	FF 2A 60 80 14 DC 94 D9
1.400000	711	8	02 20 23 28 02 0C 00 00
1.410000	1F2	8	07 B6 03 01 8F 00 00 50
1.410000	1D4	8	07 B6 07 D9 26 29 96 96
1.420000	1F2	8	07 C4 03 01 90 00 00 5F
1.420000	1D4	8	07 C4 07 E1 26 29 96 96
1.430000	1F2	8	07 D2 03 01 91 00 00 6E
1.430000	1D4	8	07 D2 07 E9 26 29 96 96
1.440000	1F2	8	07 E0 03 01 91 00 00 7C
1.440000	1D4	8	07 E0 07 F1 26 29 96 96
1.450000	351	8	0C 25 01 67 00 61 00 00
1.450000	356	6	01 8E 01 DE 03 00
1.450000	370	8	0C 7C 0C 8D 0C 82 0C 92
1.450000	371	8	0C 80 0C 89 0C 86 0C 7E
1.450000	1F2	8	07 EE 03 01 92 00 00 8B
1.450000	1D4	8	07 EE 07 F9 26 29 96 96
1.460000	1F2	8	07 FC 03 01 92 00 00 99
1.460000	1D4	8	07 FC 08 01 26 29 96 96
1.470000	1F2	8	08 0A 03 01 93 00 00 A9
1.470000	1D4	8	08 0A 08 09 26 29 96 96
1.480000	1F2	8	08 18 03 01 94 00 00 B8
1.480000	1D4	8	08 18 08 11 26 29 96 96
1.490000	1F2	8	08 26 03 01 94 00 00 C6
1.490000	1D4	8	08 26 08 19 26 29 96 96
